id	batch	stratum	path	adv	ctx	ms	answer	outcome	pair	in_text	suggested	freq_text	freq_sugg	position	words	source_id	sentence
b003-033	batch-003	repeat:batch-002	adjacent	45	2	3254	in-text	overruled	ת/ט	השתן	השטן	83	102	9	11	firing-217873-9	אל תחשבי שהוא שלך רק מכיוון שסימנת אותו עם השתן שלך
b003-034	batch-003	clean	none			4096	in-text	control-pass	ב/ו	בני	וני	123	109	5	9	clean-54897-5	מה חשבת שהם יכולים לאלץ בני אדם להישאר כאן
b003-035	batch-003	repeat:batch-002	adjacent	55	2	2407	suggested	agreed	ת/ט	תצתרך	תצטרך	40	111	1	7	firing-53401-1	אתה תצתרך אנחנו נקח את זה מכאן
b003-036	batch-003	injected	known			4432	suggested	control-pass	ס/ש	סלי	שלי	61	158	9	11	injected-5242-9	אם תשמור על הפה שלך אני אשמור על הסבלנות סלי ברור
b003-037	batch-003	repeat:batch-001	adjacent	48	2	3652	in-text	overruled	ב/ו	עבד	עוד	111	143	8	12	firing-253375-8	עכשיו לאחר שהוא טעם בשר אדם הכלב יהיה עבד לתאוות הבשר שלו
b003-038	batch-003	repeat:batch-001	adjacent	35	2	3982	in-text	overruled	א/ע	אל	על	148	164	11	13	firing-24621-11	לא לא כדי להגיע לביתו של נד כדאי שתפנה ימינה ותחזור אל הגבעות
b003-039	batch-003	repeat:batch-002	adjacent	38	2	2631	in-text	overruled	ס/ש	המסטר	המשטר	54	65	6	15	firing-19976-6	זה בלתי נמנע שהתלמידים יתעלו על המסטר זה הגורל בני אנוש לא יכולים להתנגד לו
b003-040	batch-003	repeat:batch-002	adjacent	22	2	5917	in-text	overruled	ו/ב	ולרדוף	בלרדוף	54	46	10	14	firing-93358-10	אמא אני איש מאוד עסוק אין לי זמן לעזור לזה ולרדוף אחרי תביעות מגוכחות
b003-041	batch-003	repeat:batch-002	adjacent	38	2	5459	unclear	unclear	ט/ת	בט	בת	78	122	1	5	firing-253785-1	אז בט תשיר שני שירים
b003-042	batch-003	repeat:batch-002	adjacent	26	2	5639	unclear	unclear	א/ע	שאלי	שעלי	78	84	4	6	firing-251544-4	טוב אתה יודע מה שאלי רוצה
b003-043	batch-003	injected	known			8529	suggested	control-pass	ב/ו	הבא	הוא	125	164	7	11	injected-11563-7	ועכשיו עם החיים שאני תמיד רציתי בשבילו הבא עוזב את הבית
b003-044	batch-003	repeat:batch-002	adjacent	29	2	4657	in-text	overruled	ו/ב	וכוח	בכוח	75	98	1	6	firing-179892-1	וסיבולת וכוח כדי לנצח במאבק ארוך
b003-045	batch-003	clean	none			3351	in-text	control-pass	א/ע	את	עת	178	91	2	8	clean-44618-2	בואו נשמור את הידיים והזרועות שלנו לעצמנו בסדר
b003-046	batch-003	repeat:batch-002	adjacent	25	2	3427	in-text	overruled	ו/ב	ועוד	בעוד	109	121	2	6	firing-4723-2	אלף עכשיו ועוד אלף אחרי החתונה
b003-047	batch-003	clean	none			2408	in-text	control-pass	כ/ח	כמו	חמו	148	41	3	6	clean-63338-3	להשאיר אותך בוערת כמו כלב מגורה
b003-048	batch-003	repeat:batch-002	adjacent	44	1	2789	in-text	overruled	ח/כ	חי	כי	118	145	1	10	firing-229698-1	אורניזם חי אולי משהו בסגנון מחשב מבוסס די אנ איי
b003-049	batch-003	injected	known			1927	suggested	control-pass	ש/ס	כשף	כסף	59	128	1	7	injected-104574-1	שפך כשף כמו מים אבל במשחק המודרני
b003-050	batch-003	repeat:batch-001	adjacent	39	2	3997	unclear	unclear	ט/ת	טא	תא	55	107	8	10	firing-195306-8	מס התותח הראשי הוא בחוץ ואני השקנו כל טא אה
